company_corp_id,unique_event_count
1350869,1
1032486,1
160047,1
120562,1
126380,1
155319,1
161426,1
165413,1
164645,1
161125,1
139889,1
190321,1
261285,1
124504,1
124540,1
547583,1
159209,1
828497,1
858364,1
878915,1
309503,1
937324,1
983040,1
149655,1
877059,1
113526,1
